fips code,county,sector,scc,pollutant desc,total emissions,emissions uom
36081,Queens,Fuel Comb - Residential - Wood,2104008011,Benzene,368.574,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008011,Cadmium,0.03416177,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008011,Acetaldehyde,1639.82,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008011,o-Xylene,17.41826,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104009000,Fluorene,2.27534,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104009000,Sulfate Portion of PM2.5-PRI,0.0241733,TON
36081,Queens,Fuel Comb - Residential - Oil,2104004000,Manganese,42.09004,LB
36081,Queens,Fuel Comb - Residential - Oil,2104004000,Beryllium,21.04502,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008614,Acenaphthylene,1.050266e-10,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008614,PM Condensible,1.73231e-12,TON
36061,New York,Fuel Comb - Residential - Wood,2104008530,Lead,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008530,Manganese,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008530,Acenaphthene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008630,Catechol,0.0,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008630,Fluorene,5.44566e-12,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008630,Nitrogen Oxides,7.27941e-12,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008611,Acetaldehyde,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008611,Ammonia,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008031,Acrolein,22.9718,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008031,Benzo[e]Pyrene,0.1969096,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008031,Methylchrysene,0.01951158,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008031,Nickel,0.01543508,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008031,o-Xylene,6.59984,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008630,Cresol/Cresylic Acid (Mixed Isomers),0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008011,Benzo[b]Fluoranthene,0.001267204,LB
36061,New York,Fuel Comb - Residential - Wood,2104008530,Formaldehyde,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008630,Elemental Carbon portion of PM2.5-PRI,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008630,Sulfate Portion of PM2.5-PRI,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008630,2-Methylnaphthalene,1.839752e-11,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008630,Organic Carbon portion of PM2.5-PRI,2.09284e-12,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008611,Toluene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008611,Catechol,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008611,Naphthalene,0.0,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008031,"Benzo[g,h,i,]Perylene",0.0672814,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008031,Elemental Carbon portion of PM2.5-PRI,0.0478488,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008630,"1,3-Butadiene",0.0,LB
36047,Kings,Fuel Comb - Residential - Other,2104002000,Benzene,0.0,LB
36047,Kings,Fuel Comb - Residential - Other,2104002000,Phenanthrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Other,2104002000,Carbon Monoxide,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008630,PM10 Primary (Filt + Cond),0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008630,Remaining PMFINE portion of PM2.5-PRI,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008011,Methylchrysene,0.0001250084,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008021,"1,3-Butadiene",242.954,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008021,Benzo[b]Fluoranthene,1.408544,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008021,PM2.5 Filterable,7.271429,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008011,Benzo[b]Fluoranthene,0.176504,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008011,Cadmium,0.04080095,LB
36061,New York,Fuel Comb - Residential - Other,2104001000,Benz[a]Anthracene,0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104001000,Lead,0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104001000,Cobalt,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008700,Phenanthrene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008700,1-Methylnaphthalene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008700,Elemental Carbon portion of PM2.5-PRI,0.0,TON
36085,Richmond,Fuel Comb - Residential - Other,2104002000,Benzyl Chloride,0.0,LB
36085,Richmond,Fuel Comb - Residential - Other,2104002000,Chlorobenzene,0.0,LB
36085,Richmond,Fuel Comb - Residential - Other,2104002000,Benzo[a]Pyrene,0.0,LB
36085,Richmond,Fuel Comb - Residential - Other,2104002000,Benz[a]Anthracene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008614,Fluoranthene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008614,Benzene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008614,Arsenic,0.0,LB
36081,Queens,Fuel Comb - Residential - Other,2104001000,Benz[a]Anthracene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008700,Benzo[a]Pyrene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008700,Cadmium,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008700,Nitrate portion of PM2.5-PRI,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008100,Fluorene,2.94246,LB
36005,Bronx,Fuel Comb - Residential - Oil,2104011000,Chrysene,0.0066479,LB
36005,Bronx,Fuel Comb - Residential - Oil,2104011000,Acenaphthene,0.0586418,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008021,Acrolein,21.6366,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008021,1-Methylphenanthrene,0.762434,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008021,Fluorene,1.524868,LB
36005,Bronx,Fuel Comb - Residential - Other,2104001000,Ethyl Benzene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104001000,Anthracene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104001000,Acenaphthylene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104001000,Nickel,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104001000,Methyl Chloride,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104001000,Remaining PMFINE portion of PM2.5-PRI,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008530,Lead,2.64915e-12,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008530,Phenanthrene,2.407e-11,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008530,2-Methylnaphthalene,2.29968e-11,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008530,Carbon Monoxide,7.48674e-11,TON
36005,Bronx,Fuel Comb - Residential - Natural Gas,2104006000,Naphthalene,15.04384,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008021,"1,3-Butadiene",39.1374,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008021,2-Methylphenanthrene,0.622186,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008021,1-Methylnaphthalene,3.54578,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008021,Ammonia,0.04556637,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008021,PM2.5 Primary (Filt + Cond),1.229126,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008530,Ethyl Benzene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008530,Hydroquinone,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008530,2-Methylphenanthrene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008530,Phenanthrene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008530,Remaining PMFINE portion of PM2.5-PRI,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008611,Propionaldehyde,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008611,Cresol/Cresylic Acid (Mixed Isomers),0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008611,2-Methylnaphthalene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008611,Acetophenone,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008611,PM Condensible,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008500,Manganese,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008500,Nickel,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008031,2-Methylnaphthalene,0.757404,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008031,Carbon Monoxide,0.7623638,TON
36061,New York,Fuel Comb - Residential - Other,2104002000,Methyl Chloride,0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104002000,Hydrochloric Acid,0.0,LB
36061,New York,Fuel Comb - Residential - Other,2104002000,Carbon Monoxide,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008400,Manganese,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008400,1-Methylphenanthrene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008400,Organic Carbon portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008400,PM2.5 Filterable,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008400,"Benzo(g,h,i)Fluoranthene",0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008011,Acetaldehyde,264.16,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008011,Acetophenone,0.60459,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008011,Sulfate Portion of PM2.5-PRI,0.00195078,TON
36061,New York,Fuel Comb - Residential - Other,2104007000,Pyrene,0.00511758,LB
36005,Bronx,Fuel Comb - Residential - Oil,2104004000,Anthracene,0.0872892,LB
36005,Bronx,Fuel Comb - Residential - Oil,2104004000,Lead,90.4373,LB
36005,Bronx,Fuel Comb - Residential - Oil,2104004000,Nitrate portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Oil,2104004000,PM2.5 Filterable,29.69262,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008612,o-Xylene,7.88512e-11,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008612,PM10 Filterable,7.57393e-12,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008400,Phenanthrene,0.0,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008400,Nitrate portion of PM2.5-PRI,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008400,Remaining PMFINE portion of PM2.5-PRI,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008400,Catechol,0.0,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008400,Fluoranthene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008614,Cadmium,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104009000,Fluoranthene,0.50922,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104009000,PM Condensible,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104009000,Remaining PMFINE portion of PM2.5-PRI,0.692729,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008614,m-Xylene,0.0,LB
36081,Queens,Fuel Comb - Residential - Natural Gas,2104006000,PM10 Primary (Filt + Cond),14.53504,TON
36081,Queens,Fuel Comb - Residential - Natural Gas,2104006000,Sulfate Portion of PM2.5-PRI,1.51444,TON
36081,Queens,Fuel Comb - Residential - Natural Gas,2104006000,Volatile Organic Compounds,153.7359,TON
36061,New York,Fuel Comb - Residential - Wood,2104008700,Naphthalene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008700,Nitrate portion of PM2.5-PRI,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008700,"Benzo(g,h,i)Fluoranthene",0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008700,Arsenic,0.0,LB
36047,Kings,Fuel Comb - Residential - Other,2104001000,Lead,0.0,LB
36047,Kings,Fuel Comb - Residential - Other,2104001000,Mercury,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008031,2-Methylphenanthrene,0.567856,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008031,Cadmium,0.01819027,LB
36081,Queens,Fuel Comb - Residential - Other,2104007000,Acetaldehyde,0.0220698,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008031,m-Xylene,18.31792,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008100,Catechol,0.0965224,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008100,Mercury,9.0017e-07,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008100,Nitrate portion of PM2.5-PRI,5.04545e-06,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008100,PM10 Primary (Filt + Cond),0.002655502,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008031,PM Condensible,0.005435941,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008031,Remaining PMFINE portion of PM2.5-PRI,0.0474231,TON
36061,New York,Fuel Comb - Residential - Oil,2104011000,Fluoranthene,0.01273038,LB
36061,New York,Fuel Comb - Residential - Oil,2104011000,Cadmium,1.0875192,LB
36061,New York,Fuel Comb - Residential - Oil,2104011000,PM10 Filterable,1.397782,TON
36061,New York,Fuel Comb - Residential - Oil,2104011000,PM2.5 Filterable,1.074725,TON
36061,New York,Fuel Comb - Residential - Oil,2104011000,Remaining PMFINE portion of PM2.5-PRI,0.135488,TON
36047,Kings,Fuel Comb - Residential - Natural Gas,2104006000,Pyrene,0.33747,LB
36047,Kings,Fuel Comb - Residential - Natural Gas,2104006000,Formaldehyde,5062.04,LB
36047,Kings,Fuel Comb - Residential - Natural Gas,2104006000,Fluorene,0.1889828,LB
36047,Kings,Fuel Comb - Residential - Natural Gas,2104006000,Nitrogen Oxides,3172.211,TON
36047,Kings,Fuel Comb - Residential - Natural Gas,2104006000,PM2.5 Filterable,3.712162,TON
36061,New York,Fuel Comb - Residential - Wood,2104009000,PM10 Filterable,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104009000,Benzo[b]Fluoranthene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008400,m-Xylene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008400,Formaldehyde,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008400,Fluorene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008400,Nitrogen Oxides,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008021,Perylene,0.00317114,LB
36061,New York,Fuel Comb - Residential - Wood,2104008021,Methylchrysene,0.00119125,LB
36061,New York,Fuel Comb - Residential - Wood,2104008021,Benzo[a]Pyrene,0.01999204,LB
36061,New York,Fuel Comb - Residential - Wood,2104008021,Sulfate Portion of PM2.5-PRI,0.000268246,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008611,Fluoranthene,1.584436e-09,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008611,Remaining PMFINE portion of PM2.5-PRI,1.39037e-09,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008611,Ethyl Benzene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008611,Nickel,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008611,Acenaphthene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008611,Catechol,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008611,PM2.5 Filterable,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008400,Pyrene,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008400,Organic Carbon portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Other,2104007000,Fluorene,0.00262806,LB
36005,Bronx,Fuel Comb - Residential - Other,2104007000,Carbon Monoxide,17.92475,TON
36005,Bronx,Fuel Comb - Residential - Other,2104007000,Volatile Organic Compounds,2.460722,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104004000,Elemental Carbon portion of PM2.5-PRI,0.431876,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104004000,Nitrogen Oxides,36.49654,TON
36081,Queens,Fuel Comb - Residential - Oil,2104011000,Benz[a]Anthracene,0.00791766,LB
36081,Queens,Fuel Comb - Residential - Oil,2104011000,Lead,2.447276,LB
36081,Queens,Fuel Comb - Residential - Oil,2104011000,Elemental Carbon portion of PM2.5-PRI,1.59684,TON
36081,Queens,Fuel Comb - Residential - Oil,2104011000,Volatile Organic Compounds,0.6813982,TON
36005,Bronx,Fuel Comb - Residential - Other,2104002000,Chlorobenzene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104002000,Anthracene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,Phenol,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,Formaldehyde,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,1-Methylphenanthrene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,2-Methylnaphthalene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008400,Carbon Monoxide,0.0,TON
36005,Bronx,Fuel Comb - Residential - Other,2104002000,2-Chloroacetophenone,0.0,LB
36005,Bronx,Fuel Comb - Residential - Other,2104002000,Acenaphthene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008615,Catechol,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008615,o-Xylene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008100,Acenaphthene,0.000540596,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008100,PM10 Filterable,0.002189206,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008100,PM2.5 Filterable,0.002189206,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008100,Acrolein,0.01686014,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008100,Pyrene,0.000500452,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008100,"Benzo(g,h,i)Fluoranthene",2.1945e-05,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008615,o-Xylene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008615,Acetophenone,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008615,PM2.5 Primary (Filt + Cond),0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008630,Acrolein,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008630,m-Xylene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008630,Pyrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008630,Cadmium,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008630,Acetaldehyde,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008630,Elemental Carbon portion of PM2.5-PRI,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008630,PM10 Primary (Filt + Cond),0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008614,Fluoranthene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008614,Carbon Monoxide,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008614,Nitrogen Oxides,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008614,Organic Carbon portion of PM2.5-PRI,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008614,PM2.5 Filterable,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008031,Propionaldehyde,0.667556,LB
36061,New York,Fuel Comb - Residential - Wood,2104008031,Pyrene,0.0048954,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008011,Hydroquinone,2.73758,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008700,Pyrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008700,2-Methylphenanthrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008700,Manganese,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008700,Nitrogen Oxides,0.0,TON
36047,Kings,Fuel Comb - Residential - Wood,2104008530,Ethyl Benzene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008530,Phenanthrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008530,Remaining PMFINE portion of PM2.5-PRI,0.0,TON
36085,Richmond,Fuel Comb - Residential - Other,2104001000,Manganese,0.0,LB
36085,Richmond,Fuel Comb - Residential - Other,2104001000,Sulfate Portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008612,"Benzo(g,h,i)Fluoranthene",0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008612,Benzene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008612,Cadmium,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008612,Ethyl Benzene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008612,Pyrene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008612,Cresol/Cresylic Acid (Mixed Isomers),0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008612,Nickel,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008612,2-Methylnaphthalene,0.0,LB
36047,Kings,Fuel Comb - Residential - Wood,2104008612,PM2.5 Filterable,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008612,Phenol,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008612,Ethyl Benzene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008612,PM10 Primary (Filt + Cond),0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008500,Arsenic,9.89e-14,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008500,Acetaldehyde,1.02999e-07,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008500,1-Methylphenanthrene,1.341888e-10,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008500,Arsenic,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008500,Naphthalene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008500,Nitrate portion of PM2.5-PRI,0.0,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008500,Nitrogen Oxides,0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008615,Catechol,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008615,Nickel,0.0,LB
36061,New York,Fuel Comb - Residential - Wood,2104008615,Ammonia,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,Acenaphthylene,46.1296,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,"Dibenzo(a,h)Anthracene",0.1113846,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008021,1-Methylnaphthalene,26.289,LB
36081,Queens,Fuel Comb - Residential - Other,2104002000,Chloroform,0.0,LB
36081,Queens,Fuel Comb - Residential - Other,2104002000,Cumene,0.0,LB
36081,Queens,Fuel Comb - Residential - Other,2104002000,Carbon Monoxide,0.0,TON
36081,Queens,Fuel Comb - Residential - Other,2104002000,PM2.5 Primary (Filt + Cond),0.0,TON
36061,New York,Fuel Comb - Residential - Wood,2104008100,2-Methylphenanthrene,9.06884e-10,LB
36061,New York,Fuel Comb - Residential - Wood,2104008100,Nickel,3.89545e-12,LB
36061,New York,Fuel Comb - Residential - Wood,2104008100,PM10 Primary (Filt + Cond),4.18516e-09,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008615,Phenol,1.143562e-09,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008615,Propionaldehyde,5.55444e-10,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008615,Benzo[a]Pyrene,1.21432e-12,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008615,Phenanthrene,3.4198e-11,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008615,Nitrate portion of PM2.5-PRI,7.55e-15,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008615,Nitrogen Oxides,7.3715e-13,TON
36005,Bronx,Fuel Comb - Residential - Wood,2104008530,"Benzo(g,h,i)Fluoranthene",0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008530,Acenaphthylene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008530,Benzo[a]Pyrene,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008530,Lead,0.0,LB
36005,Bronx,Fuel Comb - Residential - Wood,2104008530,PM Condensible,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008700,Anthracene,1.98236e-09,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008700,Pyrene,1.07762e-09,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008700,Arsenic,5.8374e-13,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008700,1-Methylphenanthrene,1.279314e-09,LB
36085,Richmond,Fuel Comb - Residential - Wood,2104008700,PM2.5 Filterable,4.714004e-09,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008700,Sulfur Dioxide,8.383879e-11,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008500,Nitrate portion of PM2.5-PRI,0.0,TON
36085,Richmond,Fuel Comb - Residential - Wood,2104008011,Sulfur Dioxide,0.04832382,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008630,Benzene,0.0,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008630,PM2.5 Primary (Filt + Cond),0.0,TON
36085,Richmond,Fuel Comb - Residential - Other,2104007000,Nitrogen Oxides,18.97567,TON
36061,New York,Fuel Comb - Residential - Oil,2104004000,"Dibenzo(a,h)Anthracene",0.111185,LB
36061,New York,Fuel Comb - Residential - Oil,2104004000,Lead,84.15448,LB
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,Manganese,0.13247868,LB
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,Fluorene,0.00070915,LB
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,Elemental Carbon portion of PM2.5-PRI,0.129663,TON
36085,Richmond,Fuel Comb - Residential - Oil,2104011000,Volatile Organic Compounds,0.05532933,TON
36047,Kings,Fuel Comb - Residential - Other,2104007000,Remaining PMFINE portion of PM2.5-PRI,0.114299,TON
36047,Kings,Fuel Comb - Residential - Other,2104007000,Volatile Organic Compounds,5.172521,TON
36081,Queens,Fuel Comb - Residential - Oil,2104004000,Ammonia,24.97036,TON
36081,Queens,Fuel Comb - Residential - Oil,2104004000,PM Condensible,32.46147,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008011,Ammonia,0.1719571,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008011,PM10 Primary (Filt + Cond),2.953617,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008011,PM2.5 Filterable,2.814797,TON
36081,Queens,Fuel Comb - Residential - Wood,2104008011,Phenol,505.226,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008011,Catechol,300.248,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008011,Propionaldehyde,245.396,LB
36081,Queens,Fuel Comb - Residential - Wood,2104008011,Perylene,0.0386932,LB
