state,state_abbr,county,year,is_partial_year,num_active_units,total_co2_mass_tons,total_so2_mass_tons,total_nox_mass_tons,total_gross_load_mwh,total_heat_input_mmbtu,co2_rate_tons_per_mwh,so2_rate_tons_per_mwh,nox_rate_tons_per_mwh,pct_heatinput_coal,pct_heatinput_natural_gas,pct_heatinput_oil,pct_heatinput_biomass_waste,pct_heatinput_other,pct_heatinput_unknown,so2_to_nox_ratio,co2_to_nox_ratio,co2_yoy_pct_change,so2_yoy_pct_change,nox_yoy_pct_change
Kansas,KS,Pottawatomie,2021,FALSE,3,9604512.635,664.444,4248.252,9385280.35,91605157.075,1.02336,0.000071,0.000453,100,0,0,0,0,0,0.1564,2260.8152,17.92,-26.38,16.09
Kansas,KS,Pottawatomie,2022,FALSE,3,10361113.737,640.056,4212.314,10067869.47,98820887.619,1.02913,0.000064,0.000418,100,0,0,0,0,0,0.1519,2459.7202,7.88,-3.67,-0.85
Kansas,KS,Pottawatomie,2023,FALSE,3,6706627.096,304.413,2610.033,6640049.91,63965780.364,1.01003,0.000046,0.000393,100,0,0,0,0,0,0.1166,2569.5564,-35.27,-52.44,-38.04
Kansas,KS,Pottawatomie,2024,FALSE,3,6219061.206,397.808,3233.042,6131820.65,59341253.194,1.01423,0.000065,0.000527,100,0,0,0,0,0,0.123,1923.5943,-7.27,30.68,23.87
Kansas,KS,Pottawatomie,2025,FALSE,3,9924748.501,490.354,4283.631,9368533.02,94661057.922,1.05937,0.000052,0.000457,100,0,0,0,0,0,0.1145,2316.9009,59.59,23.26,32.5
Kansas,KS,Pottawatomie,2026,TRUE,3,4056031.444,162.21,1523.707,3687664.85,38692516.68,1.09989,0.000044,0.000413,100,0,0,0,0,0,0.1065,2661.9497,-59.13,-66.92,-64.43
Kansas,KS,Reno,2020,FALSE,4,0,1.074,71.48,4873.55,201327.3,0,0.00022,0.014667,0,98.9,1.1,0,0,0,0.015,0,,,
Kansas,KS,Reno,2021,FALSE,4,0,122.026,363.605,32735.56,690387.6,0,0.003728,0.011107,0,89.42,10.58,0,0,0,0.3356,0,,11261.82,408.68
Kansas,KS,Reno,2022,FALSE,4,0,75.385,405.509,34625.24,943712.2,0,0.002177,0.011711,0,85.47,14.53,0,0,0,0.1859,0,,-38.22,11.52
Kansas,KS,Reno,2023,FALSE,4,0,53.663,171.346,24823.81,662539.952,0,0.002162,0.006902,0,67.69,32.31,0,0,0,0.3132,0,,-28.81,-57.75
Kansas,KS,Reno,2024,FALSE,4,0,0.207,76.355,28979.83,589927.323,0,0.000007,0.002635,0,88.74,11.26,0,0,0,0.0027,0,,-99.61,-55.44
Kansas,KS,Reno,2025,FALSE,4,0,0.116,38.241,16230.13,339812.193,0,0.000007,0.002356,0,91.87,8.13,0,0,0,0.003,0,,-43.96,-49.92
Kansas,KS,Reno,2026,TRUE,4,0,0.059,21.938,7750.42,139996.345,0,0.000008,0.002831,0,85.42,14.58,0,0,0,0.0027,0,,-49.14,-42.63
Kansas,KS,Sedgwick,2020,FALSE,3,87637.59,0.487,31.512,125669.1,1473745.773,0.69737,0.000004,0.000251,0,100,0,0,0,0,0.0155,2781.0863,,,
Kansas,KS,Sedgwick,2021,FALSE,3,104235.472,1.946,33.203,146090.63,1725027.445,0.7135,0.000013,0.000227,0,100,0,0,0,0,0.0586,3139.339,18.94,299.59,5.37
Kansas,KS,Sedgwick,2022,FALSE,3,135911.392,2.352,43.207,193400.59,2253050.698,0.70275,0.000012,0.000223,0,100,0,0,0,0,0.0544,3145.5873,30.39,20.86,30.13
Kansas,KS,Sedgwick,2023,FALSE,3,307878.236,2.136,90.276,443298.5,5168784.695,0.69452,0.000005,0.000204,0,100,0,0,0,0,0.0237,3410.4107,126.53,-9.18,108.94
Kansas,KS,Sedgwick,2024,FALSE,3,252995.829,3.281,88.161,355308.48,4216244.067,0.71205,0.000009,0.000248,0,100,0,0,0,0,0.0372,2869.7024,-17.83,53.6,-2.34
Kansas,KS,Sedgwick,2025,FALSE,3,204409.377,1.731,79.965,309950.65,3425386.873,0.65949,0.000006,0.000258,0,100,0,0,0,0,0.0216,2556.2356,-19.2,-47.24,-9.3
Kansas,KS,Sedgwick,2026,TRUE,3,76810.824,0.978,32.826,105736.15,1246196.517,0.72644,0.000009,0.00031,0,100,0,0,0,0,0.0298,2339.9386,-62.42,-43.5,-58.95
Kansas,KS,Seward,2020,FALSE,1,390.832,0.002,0.724,474.72,6582.435,0.82329,0.000004,0.001525,0,100,0,0,0,0,0.0028,539.8232,,,
Kansas,KS,Seward,2021,FALSE,1,424.777,0.002,0.901,578.24,7145.573,0.7346,0.000003,0.001558,0,100,0,0,0,0,0.0022,471.4506,8.69,0,24.45
Kansas,KS,Seward,2022,FALSE,1,3475.945,0.018,6.877,4771.72,58475.968,0.72845,0.000004,0.001441,0,100,0,0,0,0,0.0026,505.445,718.3,800,663.26
Kansas,KS,Seward,2023,FALSE,1,19179.726,0.097,38.239,26163.28,322721.21,0.73308,0.000004,0.001462,0,100,0,0,0,0,0.0025,501.575,451.78,438.89,456.04
Kansas,KS,Seward,2024,FALSE,1,45027.727,0.227,79.639,60436.66,757709.247,0.74504,0.000004,0.001318,0,100,0,0,0,0,0.0029,565.3979,134.77,134.02,108.27
Kansas,KS,Seward,2025,FALSE,1,24167.375,0.122,38.25,31745.23,406709.781,0.76129,0.000004,0.001205,0,100,0,0,0,0,0.0032,631.8268,-46.33,-46.26,-51.97
Kansas,KS,Seward,2026,TRUE,1,24618.48,0.124,34.515,32637.13,414281.942,0.75431,0.000004,0.001058,0,100,0,0,0,0,0.0036,713.269,1.87,1.64,-9.76
Kansas,KS,Washington,2020,FALSE,1,0,0.018,6.66,2561.69,59531.563,0,0.000007,0.0026,0,100,0,0,0,0,0.0027,0,,,
Kansas,KS,Washington,2021,FALSE,1,0,0.088,30.821,11448.66,291923.13,0,0.000008,0.002692,0,100,0,0,0,0,0.0029,0,,388.89,362.78
Kansas,KS,Washington,2022,FALSE,1,0,0.089,35,14708.7,296875.904,0,0.000006,0.00238,0,100,0,0,0,0,0.0025,0,,1.14,13.56
Kansas,KS,Washington,2023,FALSE,1,0,0.068,25.343,10644.46,226206.042,0,0.000006,0.002381,0,100,0,0,0,0,0.0027,0,,-23.6,-27.59
Kansas,KS,Washington,2024,FALSE,1,0,0.044,17.895,6686.88,146948.333,0,0.000007,0.002676,0,100,0,0,0,0,0.0025,0,,-35.29,-29.39
Kansas,KS,Washington,2025,FALSE,1,0,0.009,4.045,1392.16,28643.509,0,0.000006,0.002906,0,100,0,0,0,0,0.0022,0,,-79.55,-77.4
Kansas,KS,Washington,2026,TRUE,1,0,0.006,2.491,881.72,18737.709,0,0.000007,0.002825,0,100,0,0,0,0,0.0024,0,,-33.33,-38.42
Kansas,KS,Wyandotte,2020,FALSE,4,1423278.426,1210.932,1462.86,1210233.84,13702300.982,1.17604,0.001001,0.001209,98.74,0.6,0.66,0,0,0,0.8278,972.9423,,,
Kansas,KS,Wyandotte,2021,FALSE,4,1718399.021,1327.99,1844.695,1486671.73,16907713.793,1.15587,0.000893,0.001241,94.39,4.27,1.34,0,0,0,0.7199,931.5356,20.74,9.67,26.1
Kansas,KS,Wyandotte,2022,FALSE,4,1607758.79,1389.741,1688.146,1393232.63,15769779.311,1.15398,0.000997,0.001212,95.46,3.09,1.45,0,0,0,0.8232,952.3814,-6.44,4.65,-8.49
Kansas,KS,Wyandotte,2023,FALSE,4,985322.115,528.296,943.053,876563.22,10057044.652,1.12407,0.000603,0.001076,87.11,11.19,1.7,0,0,0,0.5602,1044.8216,-38.71,-61.99,-44.14
Kansas,KS,Wyandotte,2024,FALSE,4,1021664.492,575.654,1042.73,880403.51,10626159.959,1.16045,0.000654,0.001184,84.15,13.52,2.33,0,0,0,0.5521,979.7977,3.69,8.96,10.57
Kansas,KS,Wyandotte,2025,FALSE,4,1897485.999,1441.798,1562.609,1582644.09,18846360.002,1.19893,0.000911,0.000987,91.89,7.17,0.94,0,0,0,0.9227,1214.3063,85.72,150.46,49.86
Kansas,KS,Wyandotte,2026,TRUE,4,589972.896,427.947,560.063,509082.38,6083068.585,1.15889,0.000841,0.0011,84.75,13.21,2.04,0,0,0,0.7641,1053.4045,-68.91,-70.32,-64.16
Kentucky,KY,Ballard,2020,FALSE,0,0,0,0,0,0,,,,,,,,,,,,,,
Kentucky,KY,Ballard,2021,FALSE,0,0,0,0,0,0,,,,,,,,,,,,,,
Kentucky,KY,Ballard,2022,FALSE,0,0,0,0,0,0,,,,,,,,,,,,,,
Kentucky,KY,Ballard,2023,FALSE,0,0,0,0,0,0,,,,,,,,,,,,,,
Kentucky,KY,Ballard,2024,FALSE,0,0,0,0,0,0,,,,,,,,,,,,,,
Kentucky,KY,Ballard,2025,FALSE,0,0,0,0,0,0,,,,,,,,,,,,,,
Kentucky,KY,Boone,2020,FALSE,1,2730062.755,1932.151,1319.594,2492241.74,26608833.796,1.09542,0.000775,0.000529,100,0,0,0,0,0,1.4642,2068.8657,,,
Kentucky,KY,Boone,2021,FALSE,1,2961445.988,1755.676,1465.833,2796939.11,28863964.894,1.05882,0.000628,0.000524,100,0,0,0,0,0,1.1977,2020.3161,8.48,-9.13,11.08
Kentucky,KY,Boone,2022,FALSE,1,3405481.204,1823.707,2178.176,3072547.77,33191840.206,1.10836,0.000594,0.000709,100,0,0,0,0,0,0.8373,1563.4555,14.99,3.87,48.6
Kentucky,KY,Boone,2023,FALSE,1,2727244.902,1562.314,1410.015,2456362.62,26581377.568,1.11028,0.000636,0.000574,100,0,0,0,0,0,1.108,1934.1957,-19.92,-14.33,-35.27
Kentucky,KY,Boone,2024,FALSE,1,2778102.711,1813.622,2094.271,2519814.06,27077035.594,1.1025,0.00072,0.000831,100,0,0,0,0,0,0.866,1326.5249,1.86,16.09,48.53
Kentucky,KY,Boone,2025,FALSE,1,3042899.776,1901.776,2957.649,2875023.05,29657908.662,1.05839,0.000661,0.001029,100,0,0,0,0,0,0.643,1028.8238,9.53,4.86,41.23
Kentucky,KY,Boone,2026,TRUE,1,1895842.86,1035.018,2045.734,1815577.99,18477981.536,1.04421,0.00057,0.001127,100,0,0,0,0,0,0.5059,926.7299,-37.7,-45.58,-30.83
Kentucky,KY,Boyd,2020,FALSE,1,0,0,14.479,0,671409.186,,,,0,100,0,0,0,0,0,0,,,
Kentucky,KY,Boyd,2021,FALSE,1,0,0,25.457,0,975503.56,,,,0,100,0,0,0,0,0,0,,,75.82
Kentucky,KY,Boyd,2022,FALSE,1,0,0,14.428,0,658612.146,,,,0,100,0,0,0,0,0,0,,,-43.32
Kentucky,KY,Boyd,2023,FALSE,1,0,0,11.81,0,522467.002,,,,0,100,0,0,0,0,0,0,,,-18.15
Kentucky,KY,Boyd,2024,FALSE,1,0,0,15.048,0,810226.98,,,,0,100,0,0,0,0,0,0,,,27.42
Kentucky,KY,Boyd,2025,FALSE,1,0,0,13.684,0,760904.7,,,,0,100,0,0,0,0,0,0,,,-9.06
Kentucky,KY,Boyd,2026,TRUE,1,0,0,5.575,0,280711.416,,,,0,100,0,0,0,0,0,0,,,-59.26
Kentucky,KY,Carroll,2020,FALSE,4,10547018.842,8600.657,5336.925,10909912.48,102797458.607,0.96674,0.000788,0.000489,100,0,0,0,0,0,1.6115,1976.2352,,,
Kentucky,KY,Carroll,2021,FALSE,4,11356336.942,11059.988,6584.219,11630153.94,110685569.196,0.97646,0.000951,0.000566,100,0,0,0,0,0,1.6798,1724.7812,7.67,28.59,23.37
Kentucky,KY,Carroll,2022,FALSE,4,10811976.731,10675.048,6130.567,11053193.03,105379877.345,0.97818,0.000966,0.000555,100,0,0,0,0,0,1.7413,1763.6177,-4.79,-3.48,-6.89
Kentucky,KY,Carroll,2023,FALSE,4,10582444.154,7747.474,6656.708,10757516.82,103142781.921,0.98373,0.00072,0.000619,100,0,0,0,0,0,1.1639,1589.7414,-2.12,-27.42,8.58
Kentucky,KY,Carroll,2024,FALSE,4,11399877.916,9157.169,6987.671,11580029.2,111109967.776,0.98444,0.000791,0.000603,100,0,0,0,0,0,1.3105,1631.4274,7.72,18.2,4.97
Kentucky,KY,Carroll,2025,FALSE,4,11489510.36,12441.477,8027.32,11830917.19,111983496.344,0.97114,0.001052,0.000679,100,0,0,0,0,0,1.5499,1431.3009,0.79,35.87,14.88
Kentucky,KY,Carroll,2026,TRUE,4,5594390.135,5890.356,3520.929,5799372.84,54526222.007,0.96465,0.001016,0.000607,100,0,0,0,0,0,1.673,1588.896,-51.31,-52.66,-56.14
Kentucky,KY,Clark,2020,FALSE,9,229094.517,1.268,57.775,319361.45,3852807.891,0.71735,0.000004,0.000181,0,100,0,0,0,0,0.0219,3965.288,,,
Kentucky,KY,Clark,2021,FALSE,9,416951.996,2.724,127.447,589061.78,7003137.019,0.70782,0.000005,0.000216,0,100,0,0,0,0,0.0214,3271.5717,82,114.83,120.59
Kentucky,KY,Clark,2022,FALSE,9,533966.872,4.371,187.881,711639.44,8926540.671,0.75033,0.000006,0.000264,0,100,0,0,0,0,0.0233,2842.0483,28.06,60.46,47.42
Kentucky,KY,Clark,2023,FALSE,9,306604.2,1.58,88.769,416889.2,5157543.199,0.73546,0.000004,0.000213,0,100,0,0,0,0,0.0178,3453.9558,-42.58,-63.85,-52.75
Kentucky,KY,Clark,2024,FALSE,9,459754.082,2.401,161.852,628956.03,7731475.383,0.73098,0.000004,0.000257,0,100,0,0,0,0,0.0148,2840.5833,49.95,51.96,82.33
Kentucky,KY,Clark,2025,FALSE,9,689194.142,3.579,216.844,956085.99,11590740.109,0.72085,0.000004,0.000227,0,100,0,0,0,0,0.0165,3178.2947,49.9,49.06,33.98
Kentucky,KY,Clark,2026,TRUE,9,387847.384,2.142,134.466,550259.55,6516153.925,0.70484,0.000004,0.000244,0,100,0,0,0,0,0.0159,2884.3528,-43.72,-40.15,-37.99
Kentucky,KY,Daviess,2020,FALSE,1,504216.512,586.941,709.689,501701.9,4914382.851,1.00501,0.00117,0.001415,100,0,0,0,0,0,0.827,710.4753,,,
Kentucky,KY,Hancock,2020,FALSE,0,0,0,0,0,0,,,,,,,,,,,,,,
Kentucky,KY,Henderson,2020,FALSE,0,0,0,0,0,0,,,,,,,,,,,,,,
Kentucky,KY,Jefferson,2020,FALSE,8,8896700.337,2898.796,5684.367,12048746.31,100277745.986,0.73839,0.000241,0.000472,68.1,31.9,0,0,0,0,0.51,1565.1172,,,
Kentucky,KY,Jefferson,2021,FALSE,8,9841420.643,3215.446,5379.255,13004435.84,110031955.756,0.75677,0.000247,0.000414,69.79,30.21,0,0,0,0,0.5977,1829.5137,10.62,10.92,-5.37
Kentucky,KY,Jefferson,2022,FALSE,8,9612548.61,3179.026,5841.198,12621777.04,107155808.434,0.76158,0.000252,0.000463,70.37,29.63,0,0,0,0,0.5442,1645.6468,-2.33,-1.13,8.59
Kentucky,KY,Jefferson,2023,FALSE,8,9894361.345,3269.269,6133.536,13265828.15,110734396.274,0.74585,0.000246,0.000462,69.51,30.49,0,0,0,0,0.533,1613.1578,2.93,2.84,5
Kentucky,KY,Jefferson,2024,FALSE,8,9166319.77,4884.917,5932.612,12348584.06,101988351.072,0.7423,0.000396,0.00048,70.84,29.16,0,0,0,0,0.8234,1545.0732,-7.36,49.42,-3.28
Kentucky,KY,Jefferson,2025,FALSE,7,9710749.108,3604.587,6020.487,13305250.61,109641814.84,0.72984,0.000271,0.000452,67.72,32.28,0,0,0,0,0.5987,1612.9508,5.94,-26.21,1.48
Kentucky,KY,Jefferson,2026,TRUE,7,4651154.744,1287.999,3461.813,6179712.04,52136167.908,0.75265,0.000208,0.00056,69.39,30.61,0,0,0,0,0.3721,1343.5604,-52.1,-64.27,-42.5
Kentucky,KY,Lawrence,2020,FALSE,6,866161.272,25.014,911.389,1428951.18,14574846.882,0.60615,0.000018,0.000638,0,100,0,0,0,0,0.0274,950.3749,,,
Kentucky,KY,Lawrence,2021,FALSE,6,723418.712,16.581,601.322,1146313.88,12172894.364,0.63108,0.000014,0.000525,0,100,0,0,0,0,0.0276,1203.0471,-16.48,-33.71,-34.02
Kentucky,KY,Lawrence,2022,FALSE,6,745697.427,15.76,630.012,1194749.42,12547758.345,0.62415,0.000013,0.000527,0,100,0,0,0,0,0.025,1183.6242,3.08,-4.95,4.77
Kentucky,KY,Lawrence,2023,FALSE,6,1010037.302,31.797,1128.444,1688924.56,16995836.032,0.59804,0.000019,0.000668,0,100,0,0,0,0,0.0282,895.0708,35.45,101.76,79.11
Kentucky,KY,Lawrence,2024,FALSE,6,1024404.818,30.33,1065.8,1696537.53,17237595.028,0.60382,0.000018,0.000628,0,100,0,0,0,0,0.0285,961.1605,1.42,-4.61,-5.55
Kentucky,KY,Lawrence,2025,FALSE,6,1254864.945,34.336,1255.138,2043519.24,21115626.628,0.61407,0.000017,0.000614,0,100,0,0,0,0,0.0274,999.7825,22.5,13.21,17.76
Kentucky,KY,Lawrence,2026,TRUE,6,589394.938,17.521,645.669,967432.06,9917699.798,0.60924,0.000018,0.000667,0,100,0,0,0,0,0.0271,912.8438,-53.03,-48.97,-48.56
Kentucky,KY,Marshall,2020,FALSE,11,19768.555,0.591,60.11,102838.18,1584383.292,0.19223,0.000006,0.000585,0,100,0,0,0,0,0.0098,328.873,,,
Kentucky,KY,Marshall,2021,FALSE,11,36315.272,0.633,77.502,130959.92,2115558.685,0.2773,0.000005,0.000592,0,100,0,0,0,0,0.0082,468.5721,83.7,7.11,28.93
Kentucky,KY,Marshall,2022,FALSE,11,318925.428,1.686,166.683,541713.68,7575829.189,0.58873,0.000003,0.000308,0,100,0,0,0,0,0.0101,1913.3651,778.21,166.35,115.07
Kentucky,KY,Marshall,2023,FALSE,11,102156.997,0.697,67.132,215453.65,3111972.155,0.47415,0.000003,0.000312,0,100,0,0,0,0,0.0104,1521.7333,-67.97,-58.66,-59.72
Kentucky,KY,Marshall,2024,FALSE,11,50320.613,0.481,76.952,150509.09,2301088.345,0.33434,0.000003,0.000511,0,100,0,0,0,0,0.0063,653.9221,-50.74,-30.99,14.63
Kentucky,KY,Marshall,2025,FALSE,11,92032.504,0.603,94.1,226348.67,2984299.288,0.4066,0.000003,0.000416,0,100,0,0,0,0,0.0064,978.0287,82.89,25.36,22.28
Kentucky,KY,Marshall,2026,TRUE,11,32576.337,0.176,32.196,82277.06,1125886.06,0.39593,0.000002,0.000391,0,100,0,0,0,0,0.0055,1011.8132,-64.6,-70.81,-65.79
Kentucky,KY,Mason,2020,FALSE,4,7577184.401,3831.409,2884.329,8104200.2,73851755.807,0.93497,0.000473,0.000356,100,0,0,0,0,0,1.3284,2627.0181,,,
Kentucky,KY,Mason,2021,FALSE,4,8723950.591,3968.016,3239.835,9341016.17,85028757.073,0.93394,0.000425,0.000347,100,0,0,0,0,0,1.2248,2692.7145,15.13,3.57,12.33
Kentucky,KY,Mason,2022,FALSE,4,9003446.125,3855.841,3221.554,9356364.98,87752851.73,0.96228,0.000412,0.000344,100,0,0,0,0,0,1.1969,2794.7525,3.2,-2.83,-0.56
Kentucky,KY,Mason,2023,FALSE,4,8108282.716,4084.035,3027.756,8375444.57,79028123.801,0.9681,0.000488,0.000362,100,0,0,0,0,0,1.3489,2677.9842,-9.94,5.92,-6.02
Kentucky,KY,Mason,2024,FALSE,4,8289039.017,3903.335,3138.781,8509597.14,80789919.142,0.97408,0.000459,0.000369,100,0,0,0,0,0,1.2436,2640.8466,2.23,-4.42,3.67
Kentucky,KY,Mason,2025,FALSE,4,9545833.11,4593.545,3555.107,9762264.34,93039338.654,0.97783,0.000471,0.000364,100,0,0,0,0,0,1.2921,2685.1043,15.16,17.68,13.26
Kentucky,KY,Mason,2026,TRUE,4,4390004.496,1717.753,1644.858,4547372.69,42787582.743,0.96539,0.000378,0.000362,100,0,0,0,0,0,1.0443,2668.9261,-54.01,-62.61,-53.73
Kentucky,KY,McCracken,2020,FALSE,13,4717262.344,9024.495,4609.467,4105459.25,45063249.567,1.14902,0.002198,0.001123,99.56,0.44,0,0,0,0,1.9578,1023.3856,,,
Kentucky,KY,McCracken,2021,FALSE,13,7528098.418,14696.589,7010.382,6642147.58,71994302.682,1.13338,0.002213,0.001055,99.31,0.69,0,0,0,0,2.0964,1073.85,59.59,62.85,52.09
Kentucky,KY,McCracken,2022,FALSE,13,7596712.424,14326.064,7295.932,6708747.75,73088597.504,1.13236,0.002135,0.001088,97.93,2.07,0,0,0,0,1.9636,1041.2258,0.91,-2.52,4.07
Kentucky,KY,McCracken,2023,FALSE,13,6442139.867,11660.569,6229.549,5487461.02,61915523.646,1.17397,0.002125,0.001135,98.17,1.83,0,0,0,0,1.8718,1034.1262,-15.2,-18.61,-14.62
Kentucky,KY,McCracken,2024,FALSE,13,7450103.392,12551.163,6563.328,6481151.75,71555280.553,1.1495,0.001937,0.001013,98.32,1.68,0,0,0,0,1.9123,1135.1106,15.65,7.64,5.36
Kentucky,KY,McCracken,2025,FALSE,13,9263641.743,15605.787,5539.574,8313142,88989088.37,1.11434,0.001877,0.000666,98.28,1.72,0,0,0,0,2.8171,1672.2661,24.34,24.34,-15.6
Kentucky,KY,McCracken,2026,TRUE,13,3975106.824,6635.753,2394.912,3635240.84,38481014.263,1.09349,0.001825,0.000659,96.52,3.48,0,0,0,0,2.7708,1659.8133,-57.09,-57.48,-56.77
Kentucky,KY,Mercer,2020,FALSE,8,1516834.619,232.621,372.728,1453487.14,15795745.82,1.04358,0.00016,0.000256,84.66,15.34,0,0,0,0,0.6241,4069.5484,,,
Kentucky,KY,Mercer,2021,FALSE,8,1321281.11,331.468,331.797,1265184.33,13761991.485,1.04434,0.000262,0.000262,84.72,15.28,0,0,0,0,0.999,3982.1973,-12.89,42.49,-10.98
Kentucky,KY,Mercer,2022,FALSE,8,1509389.804,373.227,463.643,1527344.78,16633511.254,0.98824,0.000244,0.000304,72.27,27.73,0,0,0,0,0.805,3255.5,14.24,12.6,39.74
Kentucky,KY,Mercer,2023,FALSE,8,1162678.054,361.624,265.635,1107367.81,11692271.733,1.04995,0.000327,0.00024,92.67,7.33,0,0,0,0,1.3614,4376.9761,-22.97,-3.11,-42.71
Kentucky,KY,Mercer,2024,FALSE,8,1846228.93,659.409,399.097,1734687.58,18971890.855,1.0643,0.00038,0.00023,87.75,12.25,0,0,0,0,1.6523,4626.0156,58.79,82.35,50.24
Kentucky,KY,Mercer,2025,FALSE,8,1909331.519,983.894,542.393,1827764.9,20180267.206,1.04463,0.000538,0.000297,81.49,18.51,0,0,0,0,1.814,3520.1994,3.42,49.21,35.91
Kentucky,KY,Mercer,2026,TRUE,8,1016698.379,352.681,312.978,1062748.96,11289499.31,0.95667,0.000332,0.000294,70.93,29.07,0,0,0,0,1.1269,3248.466,-46.75,-64.15,-42.3
Kentucky,KY,Muhlenberg,2020,FALSE,6,3316502.109,394.613,1526.259,7583902.84,52114080.138,0.43731,0.000052,0.000201,9.75,90.25,0,0,0,0,0.2585,2172.9615,,,
Kentucky,KY,Muhlenberg,2021,FALSE,3,2725922.416,13.762,543.797,6720755.4,45868929.124,0.4056,0.000002,0.000081,0,100,0,0,0,0,0.0253,5012.7574,-17.81,-96.51,-64.37
Kentucky,KY,Muhlenberg,2022,FALSE,3,2816230.836,14.217,460.487,7034446.94,47388680.846,0.40035,0.000002,0.000065,0,100,0,0,0,0,0.0309,6115.7662,3.31,3.31,-15.32
Kentucky,KY,Muhlenberg,2023,FALSE,3,2788315.348,14.077,434.022,6992352.34,46918813.029,0.39877,0.000002,0.000062,0,100,0,0,0,0,0.0324,6424.3641,-0.99,-0.98,-5.75
Kentucky,KY,Muhlenberg,2024,FALSE,6,3602905.89,18.188,642.249,7837368.64,60625799.922,0.45971,0.000002,0.000082,0,100,0,0,0,0,0.0283,5609.8272,29.21,29.2,47.98
Kentucky,KY,Muhlenberg,2025,FALSE,6,3618379.544,18.266,645.592,8371897.41,60886020.754,0.43221,0.000002,0.000077,0,100,0,0,0,0,0.0283,5604.7466,0.43,0.43,0.52
Kentucky,KY,Muhlenberg,2026,TRUE,6,1637184.941,8.266,330.241,3804880.4,27548742.701,0.43029,0.000002,0.000087,0,100,0,0,0,0,0.025,4957.546,-54.75,-54.75,-48.85
Kentucky,KY,Ohio,2020,FALSE,1,2657884.525,4481.117,1161.799,2510036.11,25905336.594,1.0589,0.001785,0.000463,100,0,0,0,0,0,3.8571,2287.7318,,,
Kentucky,KY,Ohio,2021,FALSE,1,3553883.869,7157.087,1761.908,3296345.02,34638231.523,1.07813,0.002171,0.000535,100,0,0,0,0,0,4.0621,2017.0655,33.71,59.72,51.65
Kentucky,KY,Ohio,2022,FALSE,1,2923594.029,6403.831,2006.848,2606338.22,28495077.837,1.12172,0.002457,0.00077,100,0,0,0,0,0,3.191,1456.8089,-17.74,-10.52,13.9
Kentucky,KY,Ohio,2023,FALSE,1,3523880.676,3108.553,2328.918,3150842.05,34345825.504,1.11839,0.000987,0.000739,100,0,0,0,0,0,1.3348,1513.0978,20.53,-51.46,16.05
Kentucky,KY,Ohio,2024,FALSE,1,2952000.564,3017.389,1985.637,2732023.93,28771911.054,1.08052,0.001104,0.000727,100,0,0,0,0,0,1.5196,1486.6769,-16.23,-2.93,-14.74
Kentucky,KY,Ohio,2025,FALSE,1,2887362.167,4478.516,2233.745,2578370.7,28141974.92,1.11984,0.001737,0.000866,100,0,0,0,0,0,2.0049,1292.6105,-2.19,48.42,12.5
Kentucky,KY,Ohio,2026,TRUE,1,837569.731,682.887,1022.946,690412.8,8163438.746,1.21314,0.000989,0.001482,100,0,0,0,0,0,0.6676,818.782,-70.99,-84.75,-54.2
Kentucky,KY,Oldham,2020,FALSE,3,59083.715,0.298,33.75,82882.94,941294.503,0.71286,0.000004,0.000407,0,100,0,0,0,0,0.0088,1750.6286,,,
Kentucky,KY,Oldham,2021,FALSE,3,123182.015,0.621,75.31,181307.24,2071375.912,0.67941,0.000003,0.000415,0,100,0,0,0,0,0.0082,1635.6661,108.49,108.39,123.14
Kentucky,KY,Oldham,2022,FALSE,3,140476.026,0.712,63.568,207266.01,2313466.264,0.67776,0.000003,0.000307,0,100,0,0,0,0,0.0112,2209.8544,14.04,14.65,-15.59
Kentucky,KY,Oldham,2023,FALSE,3,25706.3,0.131,14.635,36844.35,430084.306,0.6977,0.000004,0.000397,0,100,0,0,0,0,0.009,1756.4947,-81.7,-81.6,-76.98
Kentucky,KY,Oldham,2024,FALSE,3,79719.042,0.399,48.294,113970.87,1339775.048,0.69947,0.000004,0.000424,0,100,0,0,0,0,0.0083,1650.7028,210.11,204.58,229.99
Kentucky,KY,Oldham,2025,FALSE,3,144610.078,0.727,88.387,209548.87,2426812.239,0.6901,0.000003,0.000422,0,100,0,0,0,0,0.0082,1636.1012,81.4,82.21,83.02
Kentucky,KY,Oldham,2026,TRUE,3,64130.345,0.323,43.83,96407.09,1070451.222,0.6652,0.000003,0.000455,0,100,0,0,0,0,0.0074,1463.161,-55.65,-55.57,-50.41
Kentucky,KY,Pulaski,2020,FALSE,2,176678.565,46.87,119.964,175911.6,1722022.663,1.00436,0.000266,0.000682,100,0,0,0,0,0,0.3907,1472.7632,,,
Kentucky,KY,Pulaski,2021,FALSE,2,527588.208,164.5,349.209,539595.83,5142216.955,0.97775,0.000305,0.000647,100,0,0,0,0,0,0.4711,1510.8093,198.61,250.97,191.09
Kentucky,KY,Pulaski,2022,FALSE,2,611761.573,154.835,380.939,615855.12,5962589.458,0.99335,0.000251,0.000619,100,0,0,0,0,0,0.4065,1605.9305,15.95,-5.88,9.09
Kentucky,KY,Pulaski,2023,FALSE,2,530830.088,149.085,240.801,539135.56,5173769.816,0.98459,0.000277,0.000447,100,0,0,0,0,0,0.6191,2204.4347,-13.23,-3.71,-36.79
